ID,Source Port,Destination Port,NAT Source Port,NAT Destination Port,Bytes,Bytes Sent,Bytes Received,Packets,Elapsed Time (sec),pkts_sent,pkts_received,Action,test,nancount
54586,49281.0,53.0,58920.0,53.0,345.0,110.0,,2.0,29.0,1.0,,allow,0,2
44617,57247.0,443.0,,443.0,93673.0,74276.0,19397.0,194.0,67.0,,83.0,allow,0,2
38269,62512.0,445.0,0.0,,70.0,70.0,0.0,1.0,0.0,1.0,0.0,drop,0,1
64055,43782.0,7275.0,17092.0,7275.0,4955.0,1749.0,3206.0,24.0,16.0,,9.0,allow,0,1
55585,55617.0,53.0,59978.0,,194.0,,,,30.0,1.0,1.0,allow,0,4
60685,51202.0,445.0,,0.0,70.0,70.0,0.0,1.0,0.0,,0.0,drop,0,2
27318,60599.0,445.0,0.0,,70.0,70.0,,1.0,0.0,1.0,0.0,drop,0,2
41427,61652.0,445.0,0.0,0.0,70.0,70.0,0.0,1.0,0.0,1.0,,drop,0,1
47717,26352.0,53.0,,53.0,231.0,90.0,141.0,2.0,31.0,1.0,1.0,allow,0,1
38717,38059.0,443.0,31779.0,443.0,25214.0,14000.0,11214.0,66.0,99.0,34.0,,allow,0,1
17938,,,0.0,0.0,66.0,66.0,0.0,1.0,0.0,1.0,0.0,drop,0,2
48470,38573.0,443.0,38573.0,443.0,5744.0,2534.0,3210.0,24.0,80.0,14.0,10.0,allow,0,0
49587,26451.0,,26451.0,80.0,642.0,,304.0,,,,4.0,allow,0,5
37204,57043.0,53.0,,53.0,164.0,,,2.0,31.0,1.0,,allow,0,4
42688,7928.0,80.0,7928.0,80.0,25909.0,3016.0,22893.0,40.0,83.0,15.0,25.0,allow,0,0
29543,37602.0,443.0,57970.0,,573.0,425.0,148.0,5.0,0.0,3.0,,allow,0,2
13459,65212.0,53.0,6232.0,53.0,,,94.0,2.0,31.0,1.0,1.0,allow,0,2
37227,,53.0,13752.0,,186.0,95.0,91.0,2.0,31.0,1.0,1.0,allow,0,2
28531,51494.0,443.0,,443.0,8140.0,5384.0,2756.0,,122.0,8.0,7.0,allow,0,2
61552,56785.0,53.0,13080.0,53.0,213.0,102.0,111.0,2.0,30.0,,1.0,allow,0,1
19371,65089.0,,28362.0,53.0,,102.0,97.0,2.0,,1.0,1.0,allow,0,3
52301,33534.0,443.0,30363.0,443.0,4640.0,,3224.0,18.0,,9.0,9.0,allow,0,2
41414,,57470.0,0.0,,,78.0,0.0,1.0,0.0,,0.0,deny,0,4
50383,54583.0,445.0,0.0,0.0,66.0,66.0,0.0,1.0,0.0,1.0,,drop,0,1
34529,58936.0,445.0,0.0,0.0,66.0,,,1.0,0.0,1.0,0.0,drop,0,2
49215,59557.0,445.0,0.0,0.0,70.0,70.0,0.0,1.0,0.0,1.0,0.0,drop,0,0
554,55517.0,,0.0,,,,0.0,1.0,0.0,1.0,0.0,deny,0,4
61855,,80.0,24153.0,80.0,54968.0,1915.0,53053.0,71.0,125.0,24.0,47.0,allow,0,1
36113,6721.0,,0.0,0.0,66.0,,0.0,,0.0,,0.0,deny,0,4
60384,51769.0,445.0,0.0,0.0,,66.0,0.0,,0.0,1.0,0.0,drop,0,2
40319,57470.0,41024.0,3847.0,,,330.0,,6.0,1200.0,6.0,,allow,0,4
21712,,445.0,0.0,0.0,,70.0,0.0,1.0,,1.0,,drop,0,4
56381,64653.0,53.0,,53.0,755.0,,,2.0,,1.0,,allow,0,5
50734,63221.0,53436.0,0.0,0.0,62.0,62.0,0.0,1.0,,1.0,0.0,deny,0,1
47542,55370.0,445.0,,0.0,66.0,66.0,0.0,1.0,0.0,1.0,0.0,drop,0,1
30676,55358.0,53.0,38932.0,53.0,183.0,94.0,89.0,2.0,29.0,1.0,1.0,allow,0,0
50647,1162.0,57470.0,0.0,,62.0,62.0,0.0,,0.0,1.0,0.0,deny,0,2
20876,48019.0,22114.0,0.0,0.0,66.0,,0.0,1.0,,1.0,,deny,0,3
22600,51553.0,443.0,,443.0,6662.0,,6140.0,,,5.0,10.0,allow,0,4
10504,64934.0,445.0,0.0,0.0,,66.0,0.0,1.0,,1.0,,drop,0,3
57038,65417.0,53.0,53892.0,53.0,183.0,94.0,,2.0,30.0,1.0,,allow,0,2
47220,60073.0,80.0,45095.0,80.0,10676.0,6719.0,3957.0,23.0,141.0,12.0,,allow,0,1
19672,34713.0,,0.0,0.0,,146.0,0.0,,0.0,1.0,0.0,deny,0,3
30143,30960.0,45743.0,2927.0,45743.0,330.0,330.0,0.0,6.0,3609.0,,0.0,allow,0,1
33903,58832.0,445.0,0.0,0.0,70.0,70.0,0.0,1.0,0.0,1.0,0.0,drop,0,0
41922,56900.0,445.0,0.0,0.0,66.0,66.0,0.0,1.0,0.0,1.0,0.0,drop,0,0
28228,,443.0,7020.0,,,,71070.0,1143.0,762.0,651.0,492.0,allow,0,4
6713,54034.0,445.0,0.0,,,70.0,0.0,1.0,0.0,1.0,0.0,drop,0,2
55107,,,14209.0,443.0,88503.0,,,114.0,80.0,44.0,70.0,allow,0,4
42315,27005.0,27016.0,51239.0,27016.0,888.0,126.0,762.0,2.0,30.0,1.0,,allow,0,1
34173,,,0.0,0.0,70.0,70.0,0.0,1.0,0.0,1.0,0.0,drop,0,2
46300,57188.0,443.0,9507.0,,20317684.0,620294.0,19697390.0,20965.0,186.0,6716.0,14249.0,allow,0,1
32017,36712.0,,0.0,0.0,,70.0,69.0,2.0,30.0,1.0,,allow,0,3
47162,57470.0,6881.0,10120.0,,163.0,163.0,0.0,1.0,1200.0,1.0,0.0,allow,0,1
45183,50784.0,50584.0,0.0,0.0,62.0,62.0,0.0,1.0,0.0,1.0,0.0,deny,0,0
34256,58701.0,445.0,0.0,0.0,70.0,70.0,0.0,,0.0,1.0,0.0,drop,0,1
64520,55190.0,445.0,0.0,0.0,,70.0,0.0,,0.0,1.0,0.0,drop,0,2
54249,57004.0,53.0,12740.0,53.0,195.0,78.0,117.0,2.0,30.0,1.0,1.0,allow,0,0
9382,65248.0,445.0,0.0,0.0,,66.0,0.0,1.0,0.0,1.0,,drop,0,2
1704,55025.0,53.0,22515.0,53.0,183.0,94.0,89.0,2.0,,1.0,1.0,allow,0,1
47178,55489.0,,54406.0,53.0,186.0,,91.0,2.0,31.0,1.0,1.0,allow,0,2
9985,53327.0,445.0,0.0,0.0,70.0,70.0,0.0,1.0,0.0,,0.0,drop,0,1
19713,62748.0,445.0,0.0,0.0,,66.0,0.0,1.0,0.0,1.0,0.0,drop,0,1
17798,,,60185.0,443.0,4702.0,,,15.0,15.0,8.0,7.0,allow,0,4
12371,55372.0,53.0,7749.0,53.0,271.0,93.0,178.0,4.0,43.0,,2.0,allow,0,1
44423,,51505.0,0.0,0.0,62.0,62.0,0.0,1.0,0.0,1.0,0.0,deny,0,1
20787,56816.0,11392.0,0.0,,62.0,62.0,0.0,1.0,0.0,,,deny,0,3
8438,53758.0,445.0,0.0,,70.0,70.0,0.0,1.0,0.0,,0.0,drop,0,2
24326,,,,0.0,62.0,62.0,0.0,1.0,,1.0,0.0,deny,0,4
6783,,445.0,0.0,0.0,70.0,70.0,0.0,1.0,0.0,1.0,0.0,drop,0,1
25854,3478.0,,,0.0,,,0.0,1.0,0.0,1.0,0.0,deny,0,4
11381,26921.0,26467.0,0.0,0.0,62.0,62.0,0.0,1.0,0.0,1.0,0.0,deny,0,0
6085,49589.0,445.0,0.0,0.0,66.0,66.0,0.0,1.0,0.0,1.0,0.0,drop,0,0
33950,32820.0,443.0,,443.0,,5836.0,5619.0,,317.0,20.0,20.0,allow,0,3
47504,62311.0,443.0,,443.0,,1121.0,3657.0,15.0,280.0,,7.0,allow,0,3
3038,,53.0,49198.0,53.0,183.0,78.0,105.0,2.0,30.0,,,allow,0,3
10729,64718.0,53.0,58761.0,53.0,,110.0,156.0,2.0,,1.0,1.0,allow,0,2
3376,18745.0,64147.0,,0.0,66.0,66.0,0.0,1.0,0.0,1.0,,deny,0,2
47091,48272.0,15000.0,32471.0,15000.0,130.0,70.0,60.0,2.0,5.0,1.0,1.0,allow,0,0
60473,59727.0,443.0,28777.0,443.0,304.0,86.0,218.0,2.0,31.0,1.0,1.0,allow,0,0
12663,8889.0,,0.0,0.0,,60.0,0.0,1.0,0.0,1.0,0.0,deny,0,2
29584,48706.0,23393.0,0.0,0.0,,60.0,0.0,1.0,0.0,1.0,0.0,deny,0,1
16307,50130.0,,10528.0,53.0,183.0,94.0,89.0,2.0,,1.0,1.0,allow,0,2
59904,54471.0,36237.0,0.0,0.0,66.0,66.0,0.0,1.0,0.0,1.0,0.0,deny,0,0
17022,50552.0,53.0,56537.0,53.0,710.0,89.0,621.0,2.0,30.0,1.0,1.0,allow,0,0
27361,2598.0,23718.0,0.0,0.0,66.0,66.0,0.0,1.0,0.0,1.0,0.0,deny,0,0
58038,56656.0,53.0,40908.0,,255.0,88.0,167.0,4.0,53.0,2.0,,allow,0,2
30884,49626.0,53.0,39799.0,53.0,969.0,86.0,883.0,2.0,30.0,1.0,1.0,allow,0,0
57115,49785.0,53.0,52317.0,53.0,211.0,,101.0,,,1.0,1.0,allow,0,3
49448,59456.0,445.0,,0.0,70.0,70.0,0.0,1.0,0.0,1.0,0.0,drop,0,1
24973,56544.0,53.0,62437.0,53.0,760.0,97.0,663.0,2.0,31.0,1.0,1.0,allow,0,0
58673,56864.0,,,0.0,70.0,70.0,0.0,1.0,0.0,1.0,0.0,drop,0,2
9221,65305.0,445.0,,0.0,66.0,,0.0,1.0,0.0,1.0,,drop,0,3
17645,64135.0,53.0,40678.0,53.0,196.0,102.0,94.0,2.0,30.0,1.0,1.0,allow,0,0
20919,59420.0,443.0,36806.0,443.0,,5787.0,,,316.0,14.0,14.0,allow,0,3
43156,61314.0,23.0,0.0,0.0,60.0,60.0,0.0,1.0,0.0,1.0,0.0,deny,0,0
23998,,445.0,0.0,0.0,66.0,66.0,0.0,1.0,,,0.0,drop,0,3
11944,45964.0,2225.0,0.0,0.0,,60.0,0.0,1.0,,1.0,0.0,deny,0,2
2143,56743.0,,40694.0,443.0,7789.0,2275.0,,30.0,47.0,16.0,14.0,allow,0,2
4259,,37807.0,0.0,0.0,62.0,62.0,0.0,1.0,,1.0,0.0,deny,0,2
54345,10006.0,64147.0,0.0,0.0,62.0,,0.0,1.0,0.0,,0.0,deny,0,2
38113,41429.0,,,0.0,,,0.0,1.0,0.0,1.0,0.0,deny,0,4
19932,50651.0,80.0,37006.0,80.0,,1103.0,452.0,9.0,21.0,5.0,4.0,allow,0,1
9129,,,,53.0,,94.0,83.0,2.0,30.0,1.0,1.0,allow,0,4
60559,21998.0,,0.0,0.0,62.0,,,1.0,0.0,,0.0,deny,0,4
4637,37008.0,42707.0,0.0,0.0,62.0,62.0,0.0,1.0,,1.0,0.0,deny,0,1
8486,51414.0,50584.0,0.0,0.0,62.0,62.0,0.0,1.0,,1.0,0.0,deny,0,1
735,,445.0,0.0,0.0,70.0,70.0,,1.0,0.0,1.0,0.0,drop,0,2
19843,,,,,186.0,,91.0,2.0,31.0,,1.0,allow,0,6
25165,64054.0,53.0,33800.0,53.0,183.0,94.0,89.0,2.0,31.0,,1.0,allow,0,1
23870,65524.0,53.0,9019.0,,,122.0,264.0,,52.0,2.0,2.0,allow,0,3
51054,58912.0,,,0.0,70.0,,0.0,1.0,0.0,1.0,0.0,drop,0,3
25704,49722.0,53.0,64718.0,53.0,200.0,102.0,98.0,2.0,29.0,1.0,1.0,allow,0,0
53839,53490.0,80.0,9100.0,80.0,2577.0,1278.0,1299.0,14.0,267.0,8.0,6.0,allow,0,0
21844,62099.0,445.0,,,,70.0,0.0,1.0,0.0,1.0,0.0,drop,0,3
18917,58288.0,443.0,25819.0,443.0,6438.0,,3792.0,18.0,,11.0,7.0,allow,0,2
54853,1660.0,,0.0,0.0,62.0,62.0,0.0,1.0,,1.0,0.0,deny,0,2
22115,50427.0,445.0,0.0,,70.0,70.0,0.0,,0.0,1.0,0.0,drop,0,2
40615,50767.0,57470.0,0.0,0.0,,66.0,0.0,1.0,0.0,1.0,0.0,deny,0,1
58718,56837.0,445.0,0.0,0.0,70.0,70.0,0.0,,0.0,1.0,,drop,0,2
58914,,53.0,52735.0,53.0,323.0,102.0,221.0,2.0,30.0,1.0,,allow,0,2
11900,61465.0,22114.0,0.0,0.0,,62.0,,1.0,0.0,1.0,,deny,0,3
32008,27005.0,32055.0,20958.0,32055.0,878.0,126.0,,,31.0,,1.0,allow,0,3
49977,48070.0,443.0,9695.0,443.0,10240.0,2295.0,7945.0,,,20.0,,allow,0,3
61987,,443.0,41046.0,443.0,,4129.0,6625.0,42.0,112.0,20.0,22.0,allow,0,2
48026,59892.0,445.0,,0.0,,70.0,0.0,1.0,,1.0,0.0,drop,0,3
5070,64821.0,53.0,30415.0,53.0,775.0,,,2.0,,1.0,,allow,0,4
10633,,445.0,0.0,,70.0,70.0,,1.0,0.0,1.0,,drop,0,4
16110,52138.0,443.0,,443.0,80933.0,20860.0,60073.0,121.0,324.0,,55.0,allow,0,2
57182,64254.0,,19864.0,53.0,197.0,94.0,,2.0,30.0,1.0,1.0,allow,0,2
25003,,53.0,62981.0,53.0,166.0,86.0,80.0,2.0,30.0,1.0,1.0,allow,0,1
42642,37662.0,2323.0,0.0,0.0,60.0,60.0,0.0,1.0,0.0,1.0,,deny,0,1
34154,1036.0,64147.0,0.0,0.0,145.0,145.0,0.0,,,1.0,0.0,deny,0,2
1661,65290.0,53.0,,53.0,181.0,94.0,87.0,2.0,29.0,1.0,1.0,allow,0,1
42540,61288.0,,0.0,0.0,70.0,70.0,0.0,1.0,0.0,1.0,0.0,drop,0,1
58372,56597.0,443.0,58985.0,443.0,8700.0,2196.0,6504.0,21.0,16.0,12.0,9.0,allow,0,0
30864,27005.0,33111.0,34326.0,,895.0,126.0,769.0,2.0,30.0,,,allow,0,3
1789,50677.0,445.0,0.0,0.0,66.0,66.0,,,,,0.0,drop,0,4
5782,60490.0,62336.0,7987.0,,,318.0,186.0,8.0,15.0,5.0,3.0,allow,0,2
20492,55451.0,53.0,40344.0,53.0,816.0,102.0,714.0,2.0,29.0,1.0,,allow,0,1
7797,58638.0,5900.0,0.0,0.0,,62.0,0.0,1.0,0.0,1.0,0.0,deny,0,1
9778,37075.0,,0.0,0.0,62.0,62.0,0.0,1.0,0.0,1.0,0.0,deny,0,1
49058,,,,0.0,,66.0,0.0,1.0,0.0,1.0,0.0,deny,0,4
63603,,6881.0,63450.0,,1320.0,300.0,1020.0,,1200.0,,3.0,allow,0,4
6360,61392.0,,,0.0,146.0,146.0,0.0,1.0,0.0,1.0,0.0,deny,0,2
29008,58791.0,443.0,11218.0,443.0,5167.0,700.0,4467.0,,15.0,7.0,,allow,0,2
65432,50303.0,445.0,0.0,0.0,,,0.0,1.0,,1.0,0.0,drop,0,3
1022,8889.0,63001.0,0.0,0.0,60.0,60.0,0.0,1.0,,1.0,,deny,0,2
36714,56621.0,53.0,,53.0,760.0,96.0,664.0,2.0,31.0,1.0,1.0,allow,0,1
22457,52024.0,25174.0,0.0,0.0,66.0,66.0,0.0,1.0,0.0,1.0,0.0,deny,0,0
33723,56682.0,,61779.0,443.0,,2150.0,,20.0,,,9.0,allow,0,5
56444,52379.0,445.0,0.0,0.0,70.0,70.0,0.0,1.0,0.0,,0.0,drop,0,1
57218,49861.0,,,53.0,198.0,102.0,96.0,2.0,,1.0,1.0,allow,0,3
57815,,64147.0,,0.0,62.0,62.0,0.0,1.0,0.0,,0.0,deny,0,3
51744,63221.0,53436.0,,0.0,62.0,62.0,0.0,1.0,0.0,,0.0,deny,0,2
61091,,53.0,0.0,0.0,195.0,79.0,116.0,2.0,31.0,1.0,1.0,allow,0,1
6872,,445.0,0.0,0.0,66.0,66.0,0.0,1.0,0.0,1.0,0.0,drop,0,1
44922,,53.0,48551.0,53.0,302.0,210.0,92.0,,30.0,2.0,1.0,allow,0,2
35982,64877.0,53.0,52528.0,53.0,94.0,94.0,,1.0,30.0,1.0,0.0,allow,0,1
34194,63617.0,,0.0,0.0,70.0,70.0,0.0,1.0,0.0,1.0,,drop,0,2
36547,,,0.0,0.0,70.0,,,1.0,0.0,1.0,,drop,0,5
6411,,445.0,0.0,0.0,70.0,70.0,,1.0,0.0,,0.0,drop,0,3
7049,,5900.0,0.0,,62.0,62.0,,1.0,0.0,1.0,,deny,0,4
55461,64730.0,53.0,5756.0,,,94.0,167.0,2.0,30.0,,1.0,allow,0,3
24160,15241.0,53.0,62094.0,53.0,215.0,86.0,129.0,2.0,30.0,1.0,,allow,0,1
41007,,57470.0,0.0,,66.0,66.0,0.0,1.0,0.0,1.0,0.0,deny,0,2
43888,58875.0,53.0,56659.0,53.0,370.0,86.0,,2.0,30.0,1.0,1.0,allow,0,1
12799,52132.0,55014.0,54625.0,55014.0,70.0,70.0,0.0,,7.0,2.0,0.0,allow,0,1
23644,,23.0,0.0,0.0,,60.0,0.0,1.0,0.0,1.0,0.0,deny,0,2
64127,62101.0,443.0,33220.0,443.0,1867.0,,1617.0,8.0,120.0,,4.0,allow,0,2
13353,49569.0,53.0,26958.0,53.0,821.0,102.0,719.0,2.0,30.0,1.0,1.0,allow,0,0
21113,64833.0,,29927.0,53.0,167.0,86.0,81.0,2.0,30.0,1.0,1.0,allow,0,1
25896,,61463.0,0.0,0.0,,342.0,0.0,1.0,,1.0,0.0,deny,0,3
38797,53693.0,,,26515.0,70.0,,,1.0,,,0.0,allow,0,6
53247,45941.0,23386.0,0.0,0.0,60.0,,,1.0,0.0,1.0,0.0,deny,0,2
38654,57548.0,445.0,0.0,0.0,,70.0,,1.0,,1.0,0.0,drop,0,3
7802,,5900.0,0.0,0.0,,62.0,0.0,1.0,0.0,1.0,,deny,0,3
61583,,443.0,45806.0,443.0,1304.0,878.0,426.0,12.0,78.0,7.0,5.0,allow,0,1
30039,,50584.0,0.0,0.0,62.0,62.0,0.0,1.0,0.0,1.0,0.0,deny,0,1
19757,,53.0,,53.0,776.0,,674.0,2.0,30.0,1.0,,allow,0,4
19936,59473.0,80.0,,80.0,1052.0,612.0,,10.0,15.0,5.0,5.0,allow,0,2
46608,55902.0,53.0,9062.0,53.0,178.0,91.0,87.0,2.0,31.0,1.0,1.0,allow,0,0
59182,51741.0,48440.0,47763.0,48440.0,136.0,136.0,0.0,3.0,,3.0,0.0,allow,0,1
36836,48368.0,,5888.0,,9157.0,3805.0,,39.0,,18.0,,allow,0,5
21751,62309.0,,,0.0,66.0,66.0,,1.0,0.0,1.0,0.0,drop,0,3
9460,51605.0,443.0,15283.0,443.0,4343.0,2350.0,1993.0,17.0,,9.0,,allow,0,2
45848,54179.0,443.0,27953.0,443.0,5037.0,2002.0,3035.0,,,7.0,7.0,allow,0,2
53224,1054.0,15503.0,,0.0,62.0,62.0,0.0,1.0,,1.0,0.0,deny,0,2
27022,2839.0,53.0,2839.0,53.0,229.0,94.0,135.0,,30.0,1.0,1.0,allow,0,1
21466,46492.0,50584.0,0.0,,62.0,62.0,,1.0,0.0,1.0,0.0,deny,0,2
22111,11488.0,22114.0,0.0,0.0,66.0,66.0,,1.0,0.0,1.0,0.0,deny,0,1
58618,,8888.0,0.0,0.0,,60.0,,1.0,0.0,,0.0,deny,0,4
64145,61495.0,37965.0,,0.0,,66.0,0.0,1.0,,1.0,0.0,deny,0,3
56901,56425.0,53.0,17413.0,53.0,760.0,97.0,663.0,2.0,30.0,1.0,1.0,allow,0,0
11432,35356.0,25174.0,,0.0,146.0,,0.0,1.0,0.0,1.0,0.0,deny,0,2
53235,52997.0,5900.0,0.0,0.0,60.0,60.0,,1.0,0.0,1.0,0.0,deny,0,1
32407,51325.0,443.0,47264.0,,2019.0,1219.0,800.0,15.0,,8.0,7.0,allow,0,2
3001,53273.0,443.0,62514.0,443.0,17169.0,6566.0,10603.0,52.0,37.0,24.0,28.0,allow,0,0
28685,53758.0,63975.0,2179.0,63975.0,,1076.0,940.0,14.0,17.0,8.0,,allow,0,2
35374,6881.0,6881.0,0.0,,146.0,146.0,0.0,1.0,0.0,1.0,,deny,0,2
25707,64599.0,,10160.0,,250.0,94.0,,2.0,29.0,1.0,1.0,allow,0,3
47087,45119.0,,,15000.0,130.0,70.0,60.0,2.0,5.0,1.0,1.0,allow,0,2
17512,60336.0,443.0,57486.0,443.0,6613.0,,2219.0,,122.0,29.0,,allow,0,3
60300,16524.0,,0.0,0.0,62.0,62.0,0.0,1.0,0.0,1.0,0.0,deny,0,1
22443,62086.0,,0.0,0.0,66.0,66.0,,1.0,0.0,1.0,0.0,drop,0,2
12020,49826.0,53.0,60102.0,53.0,466.0,192.0,274.0,6.0,83.0,3.0,3.0,allow,0,0
60016,,445.0,0.0,0.0,,,,1.0,0.0,,0.0,drop,0,5
56829,52277.0,,0.0,0.0,70.0,70.0,,1.0,0.0,,0.0,drop,0,3
773,55516.0,,,0.0,70.0,70.0,,1.0,0.0,,,drop,0,5
16389,,16384.0,24782.0,16384.0,130.0,70.0,60.0,2.0,30.0,1.0,1.0,allow,0,1
31784,37203.0,,4528.0,,466.0,392.0,74.0,,0.0,,1.0,allow,0,4
57592,,,4226.0,80.0,1151.0,711.0,440.0,10.0,15.0,5.0,5.0,allow,0,2
33725,,53.0,49800.0,53.0,235.0,90.0,,2.0,33.0,,1.0,allow,0,3
6637,49949.0,,8662.0,,307.0,110.0,197.0,2.0,,1.0,1.0,allow,0,3
7186,58638.0,5900.0,0.0,0.0,62.0,,0.0,,0.0,1.0,0.0,deny,0,2
47689,32390.0,,32390.0,53.0,229.0,89.0,140.0,2.0,30.0,1.0,1.0,allow,0,1
8390,53783.0,,,0.0,70.0,70.0,0.0,1.0,0.0,1.0,0.0,drop,0,2
8286,55127.0,53.0,60626.0,53.0,,87.0,166.0,4.0,44.0,,2.0,allow,0,2
15506,57470.0,61467.0,29646.0,61467.0,479.0,150.0,329.0,2.0,1199.0,,1.0,allow,0,1
30378,,,13897.0,53.0,165.0,78.0,87.0,2.0,31.0,1.0,1.0,allow,0,2
23589,61777.0,445.0,0.0,,66.0,66.0,0.0,1.0,0.0,1.0,0.0,drop,0,1
40625,53513.0,56205.0,,0.0,62.0,62.0,0.0,1.0,0.0,1.0,0.0,deny,0,1
14126,53476.0,443.0,9051.0,443.0,3182.0,1568.0,,,121.0,4.0,4.0,allow,0,2
32399,27005.0,33038.0,15973.0,33038.0,,126.0,766.0,2.0,31.0,1.0,1.0,allow,0,1
31191,59500.0,445.0,0.0,0.0,70.0,70.0,,1.0,0.0,1.0,0.0,drop,0,1
10252,49922.0,,,53.0,,105.0,,4.0,42.0,,2.0,allow,0,5
9802,65132.0,,0.0,0.0,66.0,66.0,0.0,1.0,0.0,1.0,0.0,drop,0,1
29219,51731.0,57470.0,0.0,0.0,78.0,,0.0,1.0,0.0,1.0,,deny,0,2
39939,,445.0,,,70.0,,0.0,1.0,0.0,,0.0,drop,0,5
19115,62877.0,445.0,0.0,0.0,66.0,66.0,0.0,,0.0,,0.0,drop,0,2
21592,53824.0,41482.0,6861.0,41482.0,,70.0,0.0,1.0,4.0,1.0,0.0,allow,0,1
59898,51472.0,445.0,,0.0,70.0,,0.0,,0.0,1.0,0.0,drop,0,3
558,,445.0,0.0,,66.0,66.0,0.0,1.0,0.0,1.0,0.0,drop,0,2
59983,55598.0,41565.0,26251.0,41565.0,,70.0,0.0,2.0,,2.0,,allow,0,3
25966,12143.0,,0.0,0.0,66.0,,0.0,1.0,0.0,1.0,0.0,deny,0,2
33469,,445.0,0.0,0.0,70.0,70.0,0.0,,0.0,1.0,0.0,drop,0,2
21322,50672.0,445.0,0.0,,70.0,,0.0,,0.0,1.0,0.0,deny,0,3
16326,55404.0,443.0,57333.0,443.0,2352.0,1394.0,958.0,17.0,275.0,9.0,8.0,allow,0,0
37001,58247.0,445.0,0.0,0.0,,66.0,,1.0,0.0,1.0,0.0,drop,0,2
41065,,443.0,,443.0,7398.0,1597.0,5801.0,20.0,128.0,10.0,10.0,allow,0,2
41972,33262.0,443.0,40811.0,443.0,4067.0,2672.0,1395.0,23.0,23.0,14.0,9.0,allow,0,0
6197,13554.0,53.0,13554.0,53.0,404.0,259.0,145.0,3.0,33.0,2.0,1.0,allow,0,0
40715,49242.0,22114.0,,,,62.0,0.0,1.0,0.0,1.0,0.0,deny,0,3
26878,24606.0,55783.0,0.0,0.0,,72.0,0.0,,0.0,1.0,0.0,deny,0,2
26176,52207.0,443.0,22846.0,443.0,74711.0,8646.0,66065.0,150.0,89.0,70.0,,allow,0,1
56804,57293.0,445.0,,0.0,,70.0,0.0,,,1.0,0.0,drop,0,4
62867,50640.0,,,0.0,,70.0,0.0,1.0,0.0,,,drop,0,5
19900,14397.0,,0.0,0.0,62.0,62.0,,1.0,0.0,1.0,0.0,deny,0,2
10799,49482.0,53.0,,53.0,,84.0,376.0,4.0,,2.0,2.0,allow,0,3
54989,57706.0,445.0,,0.0,70.0,70.0,0.0,1.0,0.0,1.0,0.0,drop,0,1
54274,53521.0,443.0,20457.0,443.0,280.0,140.0,140.0,5.0,129.0,3.0,,allow,0,1
52968,,27015.0,8429.0,27015.0,882.0,126.0,756.0,2.0,30.0,1.0,1.0,allow,0,1
59431,,,0.0,0.0,,70.0,0.0,,0.0,1.0,0.0,drop,0,4
49757,54760.0,445.0,,,66.0,66.0,0.0,1.0,0.0,1.0,0.0,drop,0,2
5389,,,0.0,0.0,,60.0,,1.0,0.0,1.0,0.0,deny,0,4
37111,,64147.0,0.0,0.0,66.0,66.0,0.0,1.0,0.0,,0.0,deny,0,2
8057,65483.0,445.0,0.0,,70.0,70.0,0.0,1.0,0.0,,0.0,drop,0,2
1431,,64147.0,0.0,0.0,66.0,,0.0,1.0,0.0,1.0,,deny,0,3
24649,50450.0,53.0,51972.0,53.0,,,99.0,2.0,,1.0,1.0,allow,0,3
18511,,15503.0,,0.0,146.0,146.0,,,0.0,1.0,0.0,deny,0,4
54987,52721.0,445.0,0.0,,70.0,70.0,0.0,1.0,0.0,1.0,0.0,drop,0,1
41422,57874.0,26467.0,0.0,0.0,62.0,62.0,,1.0,0.0,1.0,0.0,deny,0,1
22818,1266.0,57470.0,0.0,0.0,146.0,146.0,0.0,1.0,,1.0,0.0,deny,0,1
16008,63410.0,445.0,0.0,,70.0,,0.0,1.0,0.0,1.0,0.0,drop,0,2
63356,37988.0,49152.0,27635.0,49152.0,156.0,156.0,0.0,3.0,7.0,3.0,0.0,allow,0,0
59621,,27015.0,42779.0,27015.0,227.0,71.0,156.0,2.0,30.0,,1.0,allow,0,2
47089,43972.0,80.0,64832.0,80.0,1894.0,1520.0,,,15.0,9.0,6.0,allow,0,2
18724,49762.0,53.0,30143.0,53.0,819.0,102.0,717.0,,29.0,1.0,,allow,0,2
2455,58961.0,,48953.0,80.0,5412.0,4758.0,654.0,14.0,,8.0,6.0,allow,0,2
14910,,,51667.0,,2254.0,1281.0,973.0,17.0,17.0,10.0,7.0,allow,0,3
19569,55816.0,53.0,60578.0,53.0,214.0,110.0,,2.0,,1.0,1.0,allow,0,2
45293,,,,,,70.0,0.0,1.0,0.0,1.0,0.0,drop,0,5
38342,49904.0,,21659.0,53.0,749.0,,655.0,2.0,30.0,1.0,1.0,allow,0,2
21535,49834.0,443.0,52390.0,443.0,8332.0,3418.0,4914.0,,95.0,,14.0,allow,0,2
28960,40182.0,443.0,51089.0,,6865.0,1958.0,4907.0,21.0,,13.0,8.0,allow,0,2
35456,27988.0,40023.0,43847.0,40023.0,143.0,81.0,62.0,,31.0,,1.0,allow,0,2
61613,58143.0,443.0,15049.0,,17812.0,8128.0,9684.0,55.0,,27.0,,allow,0,3
21606,60329.0,443.0,10695.0,443.0,2859.0,1499.0,1360.0,20.0,,10.0,10.0,allow,0,1
